2 1 3 0 2 3 1 3 1 2 0 0 0 3 3 0 0 1 2 3 3 3 2 2 1 1 2 1 2 1 2 3 3 0 0 0 0.5478479701 0
2 1 0 1 2 3 1 1 3 0 3 3 0 0 3 2 0 3 3 1 0 3 2 2 0 3 0 2 1 2 0 1 2 0 0 3 0.3193901603 0
2 0 2 3 1 0 1 3 3 2 1 0 1 2 0 0 2 2 3 0 2 2 3 0 2 2 1 1 3 0 1 0 0 0 0 3 0.388756727 0
2 0 2 2 3 2 2 1 3 2 0 3 3 0 3 2 1 1 2 0 2 1 0 0 1 3 3 2 1 0 1 1 1 0 0 0 0.3087365277 0
2 0 1 3 3 2 0 1 0 1 2 0 1 2 1 3 0 2 0 2 0 1 0 1 0 2 1 2 1 3 1 0 3 2 1 0 0.3572822687 0
3 3 1 3 1 2 2 3 3 0 1 2 3 2 3 1 0 1 3 3 2 1 0 1 2 3 1 3 1 0 0 1 2 0 0 0 0.3102148911 0
3 3 1 0 3 3 2 0 0 3 1 2 3 0 0 3 0 0 3 1 0 3 1 2 1 1 2 0 1 0 1 0 1 3 0 1 0.3665354679 0
2 1 2 1 3 1 1 1 0 0 3 1 2 3 1 3 0 2 3 1 1 0 3 3 0 3 0 0 1 1 3 3 2 2 1 1 0.3117179653 0
0 3 0 0 1 3 0 3 1 3 1 0 3 1 0 3 3 2 0 3 2 2 3 3 2 1 0 3 0 0 2 3 2 3 0 2 0.3273351788 0
1 1 1 3 1 1 0 3 0 0 2 0 1 1 1 1 0 3 3 0 3 0 2 3 0 3 3 3 1 2 0 0 0 0 2 0 0.3273970509 0
3 0 2 2 1 2 3 2 1 0 1 0 3 3 0 2 1 1 2 3 0 3 1 3 1 0 3 2 1 0 2 0 1 2 3 3 0.282163914 0
1 2 0 0 0 1 3 3 2 3 2 0 3 2 1 2 0 2 2 0 2 2 0 1 1 2 0 3 2 3 2 2 2 2 0 3 0.4472135955 0
0 2 1 3 1 1 0 0 2 3 2 3 0 2 1 1 2 3 1 1 2 1 0 0 3 1 0 1 2 2 3 2 3 2 1 1 0.3326052574 0
3 0 3 2 0 0 0 0 1 2 1 1 0 1 2 3 3 0 3 1 2 0 0 0 0 0 0 0 2 2 0 3 3 1 1 3 0.3069422669 0
1 2 1 1 3 1 1 3 2 2 2 3 2 0 0 1 3 2 0 0 2 1 1 0 0 2 1 0 1 2 0 3 1 3 1 2 0.2832488209 0
0 1 3 1 0 1 3 2 2 1 3 2 1 1 2 2 2 0 3 3 2 1 2 1 2 1 3 1 2 1 1 2 2 0 1 3 0.4574775524 0
0 2 0 1 2 2 1 0 3 2 2 3 2 2 1 3 2 2 3 1 2 1 3 1 0 0 2 3 1 1 2 0 1 2 1 3 0.2898979486 0
1 2 0 1 2 1 2 3 2 0 1 2 0 3 0 2 2 2 0 3 3 3 3 2 1 1 0 1 1 0 0 1 3 3 0 1 0.363892531 0
0 3 0 2 1 0 3 0 1 3 0 2 1 0 3 1 2 1 2 2 2 2 1 3 3 1 0 2 2 1 1 2 0 0 1 3 0.3921195512 0
3 2 0 2 0 1 0 0 3 0 1 3 0 2 0 2 3 2 3 1 3 1 1 2 2 3 0 1 1 0 1 1 2 1 1 2 0.2898979486 0
2 3 1 1 0 0 3 1 0 0 0 0 3 0 1 1 0 2 3 2 3 2 2 1 1 3 3 3 2 0 1 3 3 2 2 1 0.5927255389 0
3 0 0 3 1 1 3 1 0 2 2 2 3 3 0 0 2 3 1 0 0 0 2 2 3 1 2 3 2 2 0 2 0 3 0 0 0.3804245211 0
3 0 3 1 1 3 3 1 1 3 3 1 2 1 0 1 1 2 2 1 2 3 3 0 2 3 0 3 3 2 3 3 0 3 3 0 0.2947604453 0
3 0 3 1 0 2 0 2 0 2 1 2 1 1 2 1 2 3 2 2 2 1 2 2 2 1 0 0 3 2 3 3 0 0 2 0 0.2735033719 0
2 3 1 2 2 2 2 0 0 0 1 1 2 0 1 0 0 1 3 2 3 1 2 3 3 3 2 1 3 0 1 2 0 1 3 2 0.282163914 0
2 1 1 3 1 3 3 1 3 1 0 0 1 0 0 2 2 2 0 3 0 1 2 2 0 3 1 1 2 2 1 1 2 1 1 0 0.3010544585 0
3 2 3 0 1 2 3 2 2 1 3 1 3 1 0 3 0 2 0 0 1 0 1 2 0 3 1 2 3 2 3 2 1 3 2 0 0.2984058257 0
1 2 1 1 0 1 0 0 3 2 3 0 3 2 1 3 1 3 0 0 0 2 0 1 1 2 2 2 1 1 1 3 2 0 2 0 0.330997139 0
2 3 2 1 2 2 2 2 3 1 0 3 2 2 2 0 2 0 1 3 2 3 1 3 3 3 0 3 2 3 1 0 1 2 0 0 0.3005423822 0
3 0 3 2 3 0 0 1 0 0 1 0 1 1 1 1 0 0 1 1 1 0 2 0 0 3 2 1 0 2 1 2 0 2 0 0 0.375585761 0
0 3 0 3 2 1 0 3 0 0 0 1 1 2 1 2 1 0 3 3 2 3 2 1 1 0 0 1 1 3 1 1 1 3 1 2 0.2822611622 0
1 1 1 0 2 2 0 0 1 1 1 2 0 2 1 3 2 0 1 0 1 3 0 2 0 0 1 2 0 0 0 1 1 0 0 1 0.4257225336 0
3 3 0 1 0 2 1 1 3 3 1 1 0 2 1 2 0 2 3 3 1 1 1 1 3 2 1 0 3 3 0 3 0 1 1 3 0.2955369106 0
3 0 1 3 2 3 3 0 3 2 2 1 3 3 0 0 0 0 2 2 3 3 0 0 2 2 0 0 1 2 0 3 3 1 0 0 0.3496707166 0
1 0 1 1 0 2 0 0 2 2 1 0 3 1 2 0 1 2 3 3 0 3 0 3 2 3 0 0 2 2 2 2 3 1 3 3 0.4565940367 0
2 0 3 0 1 3 2 0 1 1 1 1 3 3 3 2 2 1 2 2 1 1 3 1 0 3 1 2 2 2 0 3 3 2 3 0 0.4037797985 0
2 3 2 2 0 0 3 1 2 1 2 0 2 3 3 0 2 3 0 1 2 0 0 3 1 2 0 3 3 3 1 3 1 3 1 0 0.3255563301 0
2 0 0 3 1 3 0 3 1 3 3 0 1 1 1 3 1 0 1 1 2 0 0 1 2 1 0 2 1 2 3 0 3 0 0 1 0.304113536 0
0 1 2 0 1 3 3 2 1 2 0 0 3 1 2 2 0 3 3 1 0 2 2 2 1 0 1 2 3 0 1 3 3 0 1 2 0.3572822687 0
3 2 1 0 0 1 2 2 3 0 1 2 1 3 1 3 0 3 0 2 1 2 0 1 0 2 1 0 1 2 1 0 1 2 3 1 0.3474320193 0
