0 3 0 0 3 0 3 1 1 0 2 2 1 1 1 3 0 2 1 0 2 2 1 0 2 0 1 2 2 1 0 3 0 3 0 2 3 0 2 1 1 0 0 2 1 1 0 0 2 3 1 1 2 0 2 0 1 0 2 1 1 3 2 2 0.5407367017 0
2 0 1 2 2 2 0 1 3 1 1 1 1 0 0 3 3 3 0 2 2 0 3 3 2 1 3 1 3 2 2 1 2 2 1 2 2 3 2 1 0 2 0 1 3 0 0 1 2 1 1 3 3 0 3 2 1 1 3 3 3 2 2 0 0.3232482132 0
3 0 3 3 0 1 3 1 0 2 1 3 3 2 0 1 2 1 0 1 0 2 3 3 3 3 3 2 3 2 1 2 3 1 2 0 2 0 0 2 2 1 1 3 3 3 0 3 1 3 3 3 1 3 1 2 3 1 0 0 1 0 2 1 0.388756727 0
1 0 0 0 1 3 1 1 2 1 2 0 2 2 0 3 0 3 1 0 1 1 3 0 0 2 0 1 2 3 3 3 3 1 1 0 2 2 3 2 2 1 1 2 2 2 2 3 0 3 0 0 0 2 3 1 2 3 0 1 0 1 1 0 0.3090326501 0
0 0 0 3 2 3 0 3 0 3 3 3 1 0 3 2 3 0 3 3 0 1 0 2 1 3 1 0 0 0 2 2 2 0 0 2 2 3 1 2 3 1 1 1 3 1 0 1 2 3 3 0 1 0 1 3 2 2 1 2 0 3 0 0 0.363892531 0
0 0 0 3 1 2 0 2 3 2 0 1 0 0 1 3 3 3 0 3 2 3 2 0 3 1 0 2 0 2 3 2 3 2 0 0 3 1 2 3 1 2 3 2 3 1 2 1 0 2 1 3 0 2 0 2 2 2 0 1 1 3 1 1 0.3069422669 0
2 2 2 3 2 0 0 1 2 0 1 3 0 2 2 1 1 3 0 1 1 3 0 1 3 0 2 1 1 3 2 2 2 3 3 3 1 1 3 2 1 0 3 1 3 0 3 3 2 1 1 1 3 2 2 2 3 3 3 2 0 0 0 2 0.3717804085 0
0 3 2 1 2 2 0 0 0 1 1 0 0 1 1 3 3 2 0 3 3 2 0 0 2 1 2 1 0 1 2 0 1 1 1 0 1 1 0 1 2 0 1 1 3 3 0 3 1 0 0 0 1 3 1 2 0 0 3 0 0 2 2 3 0.3142042283 0
2 2 0 1 0 2 3 3 3 1 0 1 0 0 3 3 0 0 3 3 3 3 2 2 0 1 0 1 1 2 1 2 1 2 0 2 1 3 2 2 2 3 2 1 3 0 3 3 3 3 1 2 0 3 2 1 1 3 3 3 0 1 2 3 0.3262318082 0
3 3 2 3 3 2 3 2 3 3 2 0 0 0 3 2 0 2 3 1 2 2 3 2 0 2 2 3 2 1 1 1 3 2 1 2 2 1 2 0 0 2 3 3 2 2 2 0 3 1 1 1 3 2 3 2 3 3 0 0 3 1 2 3 0.3273351788 0
2 3 3 1 1 2 3 1 0 2 0 3 3 3 2 0 3 3 2 0 3 0 3 2 2 1 2 1 2 2 3 1 1 0 0 3 1 3 0 0 2 0 0 1 3 2 0 3 1 3 0 3 0 2 2 2 2 2 1 0 1 2 3 2 0.2811749668 0
1 2 0 0 0 1 3 3 2 3 2 0 3 2 1 2 0 2 2 0 2 2 0 1 1 2 0 3 2 3 2 2 2 2 0 3 0 1 0 0 2 3 2 2 2 1 0 0 0 0 0 2 2 0 1 1 3 1 3 0 1 0 3 2 0.2691441788 0
2 2 2 1 1 3 3 2 1 2 1 0 0 3 1 1 0 3 0 0 0 0 3 0 0 1 2 0 0 1 3 1 2 2 1 0 1 3 1 2 0 2 3 1 0 0 0 3 2 3 3 1 2 0 2 2 0 0 1 3 3 1 3 0 0.3340670182 0
3 2 3 0 0 1 1 2 0 2 2 0 2 3 0 0 1 0 1 0 0 3 2 3 2 3 1 3 1 1 1 3 0 3 3 0 1 1 2 1 3 3 2 1 3 1 0 1 1 0 1 0 3 0 2 2 2 3 3 0 0 2 3 3 0.3022104176 0
