2 3 3 0 1 2 3 2 0 2 0 2 1 3 1 0 0 1 2 0 1 0 3 1 3 3 1 1 0 0 2 1 2 2 0 2 1 3 2 0 1 3 2 1 2 2 3 3 1 1 2 3 0 2 1 1 0 1 3 0 0 3 0 2 0 2 1 1 0 1 2 3 1 0 3 2 1 0 2 3 2 0 2 2 0 0 1 1 1 3 3 2 0 2 3 3 3 1 0 2 0.5336088039 0
0 2 2 1 1 2 0 2 0 3 1 1 3 0 1 3 0 3 1 1 2 3 3 3 1 1 0 3 1 0 0 0 3 3 1 2 3 2 3 3 1 0 1 0 2 3 3 0 2 0 0 3 2 1 0 1 2 1 0 0 1 2 1 0 3 0 1 2 0 0 3 2 0 2 1 1 1 2 2 0 2 1 1 2 3 2 2 0 0 1 2 2 1 1 2 1 3 0 3 1 0.3247280836 0
3 0 0 3 1 3 0 3 3 0 1 2 0 1 2 0 2 1 1 3 0 0 1 3 3 2 2 2 0 3 1 3 3 0 2 1 1 0 2 1 3 0 2 2 0 3 3 1 1 0 2 2 0 0 1 0 1 1 2 2 0 0 3 1 0 3 3 2 3 2 2 1 1 2 1 2 0 0 1 0 3 2 2 3 0 2 3 1 2 0 3 2 1 0 3 2 0 2 3 3 0.3939380266 0
3 0 1 0 3 2 1 1 2 1 3 3 0 0 3 3 0 0 3 2 3 3 1 1 3 3 0 3 1 3 1 3 1 2 3 3 2 2 0 0 2 3 2 3 0 1 2 0 0 0 2 3 1 3 3 1 1 0 2 0 1 3 3 2 1 2 3 2 1 1 1 0 3 1 2 1 0 0 0 2 0 0 3 2 3 0 1 1 0 1 2 0 2 2 0 3 1 1 1 3 0.3092983413 0
2 3 3 3 1 3 1 0 0 2 1 0 3 3 1 0 2 1 0 0 3 1 0 2 3 2 1 1 0 3 1 0 2 1 2 1 0 0 1 0 2 3 3 0 0 3 3 0 0 2 2 1 3 2 3 1 1 3 3 2 1 0 3 0 0 3 1 1 0 1 2 2 2 1 1 0 1 0 1 3 1 1 3 1 1 0 0 1 0 2 2 2 1 1 3 3 3 2 2 0 0.3552162649 0
0 2 3 1 2 0 3 1 0 3 0 2 1 2 2 3 3 2 3 3 2 3 1 0 3 0 3 1 1 2 2 2 1 3 0 3 2 1 0 2 1 1 3 1 1 1 0 1 1 2 3 0 1 0 0 2 3 1 1 3 0 0 0 0 1 3 1 2 0 1 0 0 1 1 0 2 1 0 2 3 1 0 0 1 2 2 0 2 0 1 3 3 1 0 2 0 1 2 2 0 0.3092983413 0
3 2 2 3 0 3 0 0 1 3 3 0 2 0 0 0 3 1 0 1 0 1 2 2 2 0 2 3 0 3 2 0 0 2 2 2 2 0 2 2 2 2 3 2 0 1 3 1 3 3 3 1 2 0 0 3 2 1 0 1 0 1 0 1 2 1 1 2 1 1 1 1 2 2 3 0 0 1 0 0 0 2 3 2 0 3 1 0 0 1 2 3 2 2 2 3 0 2 1 1 0.3691286616 0
3 2 1 3 3 0 2 2 2 2 0 0 1 1 1 3 0 2 3 3 0 3 2 2 3 1 1 1 3 0 1 1 0 1 1 2 0 3 0 0 1 3 1 3 1 0 2 2 0 2 1 1 1 2 2 1 0 3 3 3 0 1 2 2 1 3 3 2 0 1 0 3 3 2 3 3 3 1 1 0 2 1 2 3 0 1 1 2 1 1 2 2 3 0 1 3 2 0 3 2 0.3155446252 0
3 2 3 2 1 3 3 3 3 3 1 1 0 2 3 2 2 3 3 0 3 0 2 3 1 1 0 2 3 3 0 3 1 3 0 3 1 3 1 3 0 0 3 1 2 0 2 3 1 1 1 2 1 3 3 2 3 3 1 2 0 1 3 3 0 0 2 3 0 2 0 1 1 1 3 1 2 0 0 2 1 0 0 0 1 2 2 0 3 0 1 0 0 3 0 0 3 0 1 3 0.3260554031 0
1 2 0 1 0 3 3 1 0 0 0 3 0 3 1 0 2 1 1 2 0 2 3 0 3 1 1 2 2 0 0 0 1 1 0 3 0 3 2 3 3 0 3 2 1 0 3 1 1 3 2 0 3 1 2 3 0 0 2 1 2 3 3 0 3 1 3 3 3 2 1 0 0 3 3 1 3 2 2 1 3 0 3 0 0 0 2 2 1 1 0 1 2 1 3 1 2 0 2 3 0.333160955 0
