108
0 3
0 42
0 43
0 48
1 6
1 13
1 31
2 10
2 43
3 10
3 21
3 26
3 37
3 38
3 48
4 8
4 15
4 19
5 6
5 13
5 14
5 15
5 20
5 23
5 30
6 16
6 17
6 31
6 47
6 49
7 41
7 48
8 28
8 30
8 44
8 47
9 19
9 29
9 40
10 17
10 40
10 41
10 46
11 19
11 24
11 45
11 46
12 29
12 39
12 42
12 46
13 18
13 22
13 29
13 35
14 18
14 20
14 25
14 26
14 35
15 34
15 36
16 19
16 22
16 23
16 24
17 32
18 21
18 47
20 30
20 37
21 24
21 28
21 34
21 45
21 49
22 26
22 33
22 42
22 47
23 32
23 35
24 47
25 38
26 46
26 48
27 38
27 43
28 33
28 38
28 49
29 49
30 32
30 34
31 34
31 47
33 38
34 39
35 40
36 40
36 49
37 47
38 46
38 49
39 42
41 44
45 47
46 47
