464
0 34
0 43
0 46
0 48
0 57
0 63
0 71
0 72
0 73
0 75
0 83
0 97
1 3
1 19
1 23
1 44
1 50
1 51
1 52
1 61
1 70
1 75
1 78
1 89
2 12
2 44
2 55
2 62
2 74
2 85
2 86
2 95
3 11
3 28
3 29
3 37
3 59
3 62
3 66
3 87
3 98
4 20
4 25
4 32
4 41
4 45
4 52
4 54
4 66
4 74
4 76
4 90
4 92
5 6
5 17
5 25
5 38
5 39
5 43
5 57
5 59
5 64
5 67
5 97
6 34
6 35
6 43
6 50
6 60
6 81
6 84
6 91
6 93
6 94
7 20
7 41
7 71
7 74
7 87
7 88
7 92
8 9
8 14
8 52
8 54
8 57
8 62
8 72
8 75
8 84
8 89
8 92
8 99
9 18
9 28
9 47
9 63
9 70
9 86
9 87
9 91
9 98
10 28
10 29
10 37
10 55
10 59
10 73
10 88
10 96
11 13
11 14
11 15
11 44
11 52
11 59
11 60
11 62
11 67
11 75
11 93
11 99
12 15
12 40
12 43
12 49
12 54
12 62
12 72
12 73
12 78
12 87
13 15
13 19
13 20
13 37
13 42
13 64
13 86
14 21
14 25
14 45
14 46
14 49
14 54
14 66
14 75
14 92
15 23
15 55
15 64
15 90
15 98
16 20
16 25
16 33
16 37
16 77
16 91
17 26
17 27
17 32
17 34
17 58
17 61
17 94
17 96
18 43
18 56
18 59
19 33
19 44
19 48
19 49
19 58
19 66
19 71
19 86
19 89
19 93
20 24
20 27
20 72
20 87
20 91
20 99
21 34
21 43
21 59
21 63
21 67
21 80
21 99
22 34
22 61
22 96
23 36
23 41
23 51
23 60
23 62
23 68
23 69
23 72
24 25
24 28
24 31
24 32
24 49
24 55
24 61
24 74
24 83
24 89
24 95
25 28
25 29
25 35
25 40
25 59
25 60
25 61
25 88
26 28
26 44
26 61
26 72
26 84
26 98
27 37
27 40
27 47
27 58
27 63
27 73
27 96
28 56
28 65
28 74
28 85
28 88
28 93
29 36
29 66
29 73
29 74
29 75
29 83
29 99
30 31
30 47
30 51
30 77
31 35
31 47
31 57
31 60
31 63
31 68
31 76
31 78
31 89
31 94
31 95
32 36
32 44
32 50
32 51
32 54
32 72
32 75
32 81
32 85
32 88
32 95
33 68
33 91
34 36
34 40
34 57
34 63
34 75
34 79
35 75
36 37
36 42
36 65
36 66
36 68
37 41
37 45
37 53
37 59
37 79
37 88
38 49
38 73
38 74
38 83
38 94
38 97
39 88
39 98
40 45
40 46
40 54
40 60
40 63
40 81
40 83
40 84
40 96
40 97
41 59
41 64
41 86
41 90
42 56
42 61
42 70
42 80
42 90
42 97
43 48
43 50
43 52
43 60
43 73
43 85
43 90
43 98
44 53
44 60
44 80
45 49
45 69
45 79
45 88
46 70
46 81
46 92
47 52
47 60
47 67
47 73
48 70
48 72
48 89
49 52
49 59
49 70
49 73
49 75
49 94
50 57
50 63
50 74
50 80
50 82
50 85
50 96
51 67
51 78
52 58
52 72
52 86
53 58
53 73
53 88
54 56
54 61
54 86
54 91
55 58
55 59
55 65
55 72
55 85
55 86
55 90
55 92
56 77
56 95
56 97
57 75
57 76
57 89
57 93
58 73
59 71
59 72
59 77
59 84
59 91
60 69
60 96
61 90
62 66
62 77
62 82
62 93
62 94
63 67
63 73
63 80
63 84
64 80
64 87
64 88
64 89
64 94
64 97
65 69
65 99
66 80
66 96
66 98
68 75
68 97
68 99
69 82
69 85
69 98
70 78
70 89
71 77
72 73
72 78
72 90
72 95
73 89
73 90
74 85
74 95
74 98
75 77
75 86
75 90
75 97
76 79
76 98
77 82
77 83
77 92
79 83
79 85
80 82
80 85
80 86
80 87
82 91
83 92
83 95
85 90
88 95
89 91
90 97
91 92
91 98
93 94
93 98
94 97
95 99
98 99
