150
0 1
0 2
0 3
1 2
1 3
2 3
4 5
4 6
4 7
5 6
5 7
6 7
8 9
8 10
8 11
9 10
9 11
10 11
12 13
12 14
12 15
13 14
13 15
14 15
16 17
16 18
16 19
17 18
17 19
18 19
20 21
20 22
20 23
21 22
21 23
22 23
24 25
24 26
24 27
25 26
25 27
26 27
28 29
28 30
28 31
29 30
29 31
30 31
32 33
32 34
32 35
33 34
33 35
34 35
36 37
36 38
36 39
37 38
37 39
38 39
40 41
40 42
40 43
41 42
41 43
42 43
44 45
44 46
44 47
45 46
45 47
46 47
48 49
48 50
48 51
49 50
49 51
50 51
52 53
52 54
52 55
53 54
53 55
54 55
56 57
56 58
56 59
57 58
57 59
58 59
60 61
60 62
60 63
61 62
61 63
62 63
64 65
64 66
64 67
65 66
65 67
66 67
68 69
68 70
68 71
69 70
69 71
70 71
72 73
72 74
72 75
73 74
73 75
74 75
76 77
76 78
76 79
77 78
77 79
78 79
80 81
80 82
80 83
81 82
81 83
82 83
84 85
84 86
84 87
85 86
85 87
86 87
88 89
88 90
88 91
89 90
89 91
90 91
92 93
92 94
92 95
93 94
93 95
94 95
96 97
96 98
96 99
97 98
97 99
98 99
